south_north,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
114,6.79268,6.4455333,6.246458,6.148584,6.7543073,6.481145,6.387416,6.236288,6.3677745,6.0042195,5.5496297,5.181649,4.897217,4.673183,4.4008265,4.085962,3.6970696,3.543414,3.815307,3.8688731,3.9547212,3.9043887,3.9856915,3.8107848,3.60424,3.2282543,2.6128912,3.3185742,4.4761357,4.3654423,4.1341286,4.360189,4.4160004,4.456825,4.566992,4.7215977,4.9749546,4.519999,3.3958514,3.0451882,3.1692371,3.288356,3.438156,3.5911744,3.9464161,4.19581,4.0012755,3.8883345,4.1249647,4.5558143,7.038302,8.445867,8.575943,9.0853,8.965676,8.839716,8.62925,8.394344,8.280217,6.647574,5.145228,4.6703553,4.306477,4.3443623,4.211238,4.14844,3.9847217,3.9092128,3.7957225,3.7609284,3.6478415,3.5202665,3.3318083,3.1356626,2.953592,2.827089,2.6773405,2.5662615,1.9864889,1.4546343,1.2445974,1.3906943,0.7782609,1.1333191,1.8163534,1.7937546,2.0738242,1.8463616,1.4937395,1.1734017,1.283261,1.8280115,0.74293125,2.0662491,2.9718797,2.876171,3.1947777,3.8299413,3.331602,2.7576616,1.8449391,1.4847219,0.5126073,0.7335227,0.84112436,0.8473228,1.0149841,1.6944318,1.6866832,2.4549232,2.9361463,3.2484736,3.086647,3.065562,3.1263654,3.4388871,4.2407374,4.8901205,4.8000436,4.577451,4.368929,3.4618564,3.0069883,5.0663137,6.402337,4.387214,5.755123,4.8404474,4.348025,4.4418864,4.5510545,5.180835,3.7904775,4.7154493,3.6284807,4.784065,4.290809,5.3157663,3.9123852,3.9857066,3.9061394,6.2352467,4.939893,5.2537155,4.300807,4.3578377,6.8073354,6.6617894,5.370977,5.9241896,8.208576,10.978261,8.677219,5.1674585,5.1912584,5.6333714,7.9590034,10.968909,11.266061,11.843886,12.099085,11.745082,11.5762205,12.666881,13.340114,13.399888,13.228399,13.568768,14.01432,14.00924,13.922269,13.938147,14.220865,14.52753,14.63391,14.622695,14.680744,14.681983,14.58478,14.365187,14.26846,14.256978,14.470551,14.662476,14.924956,14.931831,15.041594,15.321037,15.131621,14.951587,14.884162
115,7.316523,7.0022902,6.618619,6.408365,6.9195604,6.7075543,6.672732,6.5267215,6.6579676,6.396044,5.972362,5.5153837,5.2573853,5.0805926,4.933382,4.5778847,4.075526,3.9704797,4.425043,4.349627,4.2905993,4.0915093,4.0441155,3.994058,4.3033843,4.120324,3.3383605,3.7221437,4.8989425,4.6852965,4.0246634,4.071056,3.9946043,3.858602,3.7710094,3.589919,3.924905,4.4181366,3.7031999,3.394616,3.2821546,2.915856,3.1537852,3.2657187,3.445127,3.8875992,3.815613,3.349143,3.3776948,3.9743328,7.769673,8.785968,8.571479,9.16361,9.238808,9.301981,9.228763,8.947177,8.562854,7.042674,5.081025,4.791911,4.3379407,3.9804993,3.5903997,3.7808895,4.0769124,3.8186555,3.7393231,3.6914203,3.753514,3.2718244,3.1199138,3.041879,2.960679,2.6475031,2.9011834,3.0336494,2.4660735,1.486218,1.0190426,1.1049153,0.7739589,1.3586001,1.6373452,1.3005787,1.6583625,1.5504125,1.3055401,1.1020938,1.155974,1.3015424,1.2049502,2.8446994,3.0831563,3.1159015,3.4007723,3.565836,3.1225214,2.2924676,1.5475372,1.4244671,2.1648629,1.740809,2.0583153,1.2021284,0.65162635,1.1807679,1.1484782,2.3544383,3.1293063,2.7625616,3.4977636,3.853326,3.995256,3.3847282,3.8850229,4.142806,4.1567416,5.0224934,4.602646,4.9062195,4.0663056,4.8983774,6.04818,6.360426,5.658244,4.5709457,4.5225997,4.071537,2.6627855,3.646303,3.5488005,3.9648266,4.270563,4.789641,4.5741844,3.6183496,3.0322626,3.767161,2.0796614,6.185958,7.417253,1.3451868,3.14985,5.689836,6.0895867,4.513881,4.545622,3.7417536,6.9744635,9.472581,10.933331,11.446679,10.906454,10.217641,9.392847,7.0674195,9.722513,11.341864,11.205765,11.134747,12.1344595,13.052155,13.186412,13.013275,13.40503,13.639831,13.776501,14.09579,14.209693,14.193746,14.389695,14.531516,14.594222,14.699425,14.873906,14.877331,14.729415,14.509385,14.337782,14.276696,14.557116,14.751283,14.957114,14.9469795,15.092895,15.472547,15.2788925,15.050053,15.019175
116,7.7144175,7.2447987,6.9253187,6.689436,7.168527,7.08352,7.02013,6.829408,6.8482428,6.687405,6.5226154,6.1634274,5.8945923,5.593429,5.3804836,5.007789,4.651068,4.6804695,5.154928,4.909359,4.7569656,4.3838344,4.340515,3.4414048,3.4375129,4.1146417,3.8523984,4.0694666,4.766213,5.101167,4.9536915,4.434761,4.171295,4.389486,4.1419086,3.6289275,3.698693,4.33889,4.6868515,4.634133,4.040693,3.3838122,3.3355532,3.1749778,3.1338687,3.369448,3.30368,2.6523938,2.774672,3.7240984,7.4644136,8.407044,8.40084,8.735789,8.999591,9.456472,9.803891,9.6301985,8.950841,6.7596655,5.417466,5.395385,4.8229485,4.045922,3.761354,3.7855933,3.8828342,3.5305347,3.4638681,3.4522452,3.5809407,3.564432,3.324696,3.2255123,2.9895546,2.9228356,3.0149217,3.2428458,3.1155472,2.2364173,1.0720359,1.1709015,1.3400563,1.575981,2.090533,1.4302976,1.3228514,1.1715369,0.9985358,0.87246424,0.8068592,0.97066677,2.3342335,3.0066962,2.9618254,3.2092557,3.4588957,3.3485637,2.8727772,1.8407373,1.196563,1.8946527,2.7834241,1.9234171,2.0823996,2.3632226,1.4218559,2.0477345,2.6161873,2.997528,2.9384296,2.8863914,3.42576,3.7313418,3.5115833,3.4768596,3.72296,3.5701559,4.7579107,4.7657375,4.5095377,3.88911,5.5708942,5.360164,6.242144,6.0712786,4.859477,3.8004515,3.572331,5.0646815,3.0808256,4.291951,4.370779,3.1821296,4.0974455,4.420116,4.3428044,4.511212,2.9489164,3.7534611,3.7240171,4.710208,6.552561,1.68101,3.5898387,5.1396146,4.0211964,3.1214488,3.5879447,4.9912324,4.622648,5.6617923,11.426744,11.51457,10.537827,11.331997,10.47705,7.9565835,6.743853,9.8263235,10.714897,10.961568,12.624606,13.367535,12.744382,12.884346,13.407295,13.675721,13.857027,13.990075,14.005435,14.237123,14.441208,14.596446,14.821711,15.069589,15.108654,14.965263,14.769907,14.58653,14.476749,14.4491005,14.723066,14.861503,14.977198,14.97675,14.996379,15.468962,15.433311,15.199286,15.069839
117,8.122452,7.4741626,7.1355786,6.970854,7.4745226,7.4212904,7.3925166,7.185494,7.1299586,7.0821276,7.1622405,6.7640567,6.3214684,5.9442077,5.628261,5.4182315,5.312764,5.334257,5.67561,5.274263,5.1286893,5.0290117,5.0884514,4.2224975,3.288811,3.376175,3.6969912,4.752517,4.5306315,4.621372,5.302594,4.90555,4.777804,5.27166,5.12926,4.8887672,4.7547083,4.5944834,4.7665253,5.045222,4.698079,4.091973,4.0425725,3.6227996,3.2976773,3.3516865,3.106042,2.2548728,1.8361739,2.7674062,6.4767723,7.950407,8.127249,8.164384,8.564331,9.275798,9.981058,10.145606,9.485108,6.3958597,4.947725,5.738394,5.415266,4.8913484,4.5752115,4.399078,3.9392655,3.5025446,3.31792,3.2944381,3.3973963,3.4859843,3.3875508,3.104508,2.8841987,2.8464363,2.6432352,2.7264857,3.4722075,3.045357,1.4133815,0.4516435,1.1334323,1.7412622,1.7075129,1.1888945,0.9525528,0.9476704,0.93710566,0.72640055,0.6214887,1.7928286,2.6661103,2.6890564,2.6596508,3.2300181,3.217326,3.0396605,2.640107,1.7762055,2.2246668,1.9881247,1.730252,2.7675738,3.37414,3.4539852,3.0699713,2.6196635,2.4805963,2.6318479,2.7424304,2.766203,2.8965187,3.7528257,3.8304226,2.7466416,4.2128654,3.6338055,4.362852,4.5728335,4.8145103,4.1446247,4.2540584,4.587219,5.0211897,4.830292,5.5755744,4.042718,4.7181616,5.8413343,3.8852565,4.0909343,4.2930055,3.5443058,4.983442,3.909088,4.3216286,4.6918564,2.781943,2.8062334,4.798893,6.0782604,5.4444866,3.6541626,3.6328752,4.901231,3.7249572,4.1380215,4.3730454,3.8976119,4.595513,6.026086,8.4172125,7.924279,8.59314,10.373005,11.753782,10.490807,10.794917,10.329166,10.16645,11.76807,12.891338,12.874682,12.490678,13.052693,13.460465,13.754088,14.011648,14.252695,14.289896,14.443675,14.679956,14.956081,15.274301,15.435265,15.187972,14.870821,14.654143,14.525016,14.50415,14.538562,14.777822,14.858821,14.938281,14.909074,14.853465,15.212236,15.329176,15.243713,15.039308
118,8.482627,7.7657123,7.3665695,7.161983,7.8185153,7.7934966,7.931218,7.723931,7.561401,7.509924,7.7593455,7.3413453,6.720595,6.408179,6.075196,5.902294,5.945316,5.7915273,5.910395,5.3009024,5.05762,5.259866,5.413533,5.2150517,4.7669244,4.061871,4.1041455,5.381784,4.930686,4.036075,4.6935396,5.0930986,5.1771774,5.250957,5.2027745,5.493703,5.2404833,4.8727217,4.605662,4.7953277,5.0531936,4.622169,4.5448503,4.2424126,3.789377,3.5851755,3.1057417,2.4086392,2.0816236,2.7427707,5.225717,7.3827486,7.9325743,7.827798,8.257597,8.925584,9.872843,10.522795,9.885112,5.3967257,4.4940095,6.056648,5.533085,5.4294076,5.1663814,4.980982,4.806629,4.1320667,3.4630604,3.3607597,3.3806148,3.2832613,3.1885173,2.9287124,2.7709446,2.8136973,2.2551305,2.166511,3.1540024,3.0904062,2.1097293,1.2180791,1.1725997,1.5802757,1.7170247,1.2806655,0.4944548,0.32132807,0.606274,0.7287081,1.3637599,2.556354,2.8486667,2.4893448,2.4550545,2.5959048,2.6492949,2.4704504,2.1267908,2.257737,2.4920912,1.7834421,3.0065866,2.9580796,3.1719854,3.3278027,2.9714046,3.6706314,1.9439611,1.0283598,0.78792304,2.0464354,3.5345519,3.8863137,4.604758,2.5507565,3.267858,3.1323695,3.5067544,4.021505,5.188513,4.478996,3.351894,3.5860357,3.968982,3.252603,4.161596,3.4426546,4.0710363,4.9342318,4.5807643,3.504936,3.824695,4.4199505,5.6979446,3.7945707,4.020896,4.5506186,5.5404816,1.9066447,4.314084,5.178708,7.042296,3.5855014,3.5515985,4.172292,2.8324296,3.2456408,3.7125003,4.3495994,4.9373784,6.056172,6.8926787,3.176452,3.5488012,6.14275,9.38529,10.81663,9.742095,10.338108,11.106667,12.156775,12.0644045,11.976583,12.765589,13.459454,13.530331,13.761396,14.0925,13.972412,13.99473,14.455077,15.05463,15.43481,15.615139,15.500003,15.022551,14.682004,14.566333,14.527548,14.611644,14.699572,14.839389,14.714457,14.814721,14.820632,14.805248,15.06443,15.094961,15.030144,14.995311
119,8.797285,8.083158,7.6204066,7.3582134,8.201958,8.279584,8.512123,8.234757,7.9478006,7.807858,7.986034,7.7844796,7.2043376,6.85568,6.646309,6.5177665,6.5653477,6.236811,5.9799147,5.227579,4.7004113,4.6752353,4.6658525,4.5294337,4.880533,4.684638,4.7174277,5.7701545,5.7137866,4.6918488,4.3164773,4.7267547,4.88139,4.8382607,4.7859063,4.776103,4.206986,3.908592,4.175654,4.7528005,5.106912,4.7380505,4.4022098,4.4269795,4.3626328,4.0334187,3.4791074,3.084089,2.876637,3.0765696,4.284161,7.120099,7.6302686,7.5371823,7.857562,8.420632,9.901414,10.884243,9.81859,5.0657454,4.8116546,6.103704,5.525914,5.525397,5.1958737,5.0603876,4.9793596,4.7073593,4.0441074,3.4875216,3.4018247,3.344604,3.0833888,2.8474617,2.8075588,2.897785,3.243729,3.2356868,3.1068187,2.5662413,1.8426659,0.9992425,0.7161757,1.2592871,1.9234018,1.7843283,1.1305674,0.90455496,0.23605186,0.7380669,2.1814952,2.9093416,2.8242621,2.6400776,2.3892517,2.2077923,2.160386,1.9781094,1.6879232,1.9075848,2.6700208,3.1633527,3.3661358,2.5952055,2.4305775,2.7019794,3.0803163,3.0304787,1.6690216,0.7514694,1.9797881,1.9130301,3.0381508,3.9160979,5.1775503,2.4635608,3.0747325,3.146165,3.2342248,4.9059944,5.5103545,5.5283203,4.064832,5.1819243,3.4839272,3.9742458,4.8018403,5.032587,4.034847,2.9663367,2.810299,3.4696832,3.0827923,2.9361851,4.3899546,3.6185374,3.8698826,4.6866274,5.8644834,5.1571865,4.9516587,4.753076,5.1356134,6.425504,2.3710651,2.78902,3.1340907,1.667644,2.8058472,4.8152227,5.606661,6.298637,5.8924937,3.8986118,4.9794807,5.807287,4.624483,4.5903916,6.769692,8.812054,10.357208,11.478468,10.352615,11.339204,12.711099,13.648284,13.731933,13.891781,13.69699,13.508416,14.294297,15.047781,15.533569,15.790013,15.730375,15.328695,14.86101,14.653047,14.646395,14.654248,14.756445,14.848863,14.8339205,14.605242,14.738533,14.730187,14.7245245,15.019536,15.0454,14.918945,14.914777
120,9.284599,8.408945,7.726265,7.4148407,8.431548,8.608558,8.652454,8.357956,8.031479,7.853759,8.011163,7.949841,7.5978527,7.311506,7.2148333,6.986888,6.792763,6.4939055,6.17393,5.4896913,4.9201612,4.6261153,4.345781,4.172765,4.527685,4.441494,4.634253,5.820886,6.1756763,5.8551764,5.157391,4.852391,4.725762,4.6294675,4.457919,4.24113,3.5493433,2.567212,3.1841238,4.3310547,5.0776787,4.808561,4.4087806,4.5166626,4.8331804,4.6744137,4.162236,3.908465,3.5235794,3.0160425,4.2178435,6.8986154,7.21746,7.074084,7.3334565,7.823789,10.053661,10.876478,8.39793,5.5954347,5.1128187,6.2000623,5.2218056,4.63156,4.677223,4.914907,4.834943,4.5856004,4.3407235,3.8074033,3.4433112,3.402366,3.1244211,2.5618994,2.2196724,2.584522,3.3647077,3.5442147,3.0955813,2.1891134,1.3955368,0.6275292,0.48529935,1.3096138,2.3321724,2.4491136,1.8002485,1.5563034,1.0687501,1.5806341,2.9257278,3.470277,3.0706975,2.7750015,2.3052979,1.8040391,1.4418995,1.4387271,1.74502,1.490464,1.789666,2.384932,2.1660295,1.4696503,1.2230576,1.5430863,1.6840091,1.8805249,1.3442621,0.48712915,0.70323443,1.6773291,2.2752597,2.2663677,4.6041255,2.4229746,2.9277217,3.4230943,4.5173697,5.3442616,5.658614,4.924432,3.2952638,5.330091,3.3998892,5.0761757,4.9319024,5.0322566,3.9829154,2.2404,2.859495,2.480238,2.3164487,3.4453137,3.2537365,4.012338,2.6995862,4.3601184,4.405869,6.559622,7.170427,7.832929,2.8933918,2.9277337,3.8070922,3.1116943,2.1290705,4.285857,4.4726396,4.648105,5.760736,7.3907213,3.220495,3.2601151,5.302279,4.833782,3.9970877,3.666813,4.210464,4.5412736,5.3092275,7.82625,10.032536,11.166735,12.385426,13.295525,13.962366,13.5233135,12.943418,13.567438,14.481065,15.448061,15.923683,15.961407,15.554274,14.891235,14.624594,14.681904,14.845393,14.894134,14.88384,14.83399,14.741322,14.581428,14.73967,14.593671,14.553755,14.940119,14.986384,14.844038,14.8616495
121,9.50555,8.521302,7.6934066,7.399987,8.406634,8.597583,8.600271,8.374194,8.182602,8.014306,8.06107,7.916548,7.785595,7.743198,7.67202,7.2654667,6.7618666,6.339325,6.2658706,6.012593,5.711884,5.631858,5.495975,5.678285,5.57627,4.3121824,4.4316206,5.266445,5.359141,5.7435126,6.0176773,5.586922,4.811016,4.1191545,3.6512544,4.049687,3.7608306,2.2891695,2.3444765,3.2099836,4.754906,5.196731,4.8788238,4.6726804,4.851184,5.0281835,4.7163134,4.282628,3.551389,3.0453832,4.5783587,6.929018,6.8511066,6.552109,6.49181,7.0492306,10.106037,10.748958,7.3734465,6.4038763,6.438036,6.2416205,4.8593345,4.544208,4.7507763,4.844407,4.7666636,4.4827204,4.349501,4.046161,3.7279365,3.491336,3.24996,2.9234886,2.847928,3.0902297,3.264755,3.431941,3.2644181,2.2515268,1.3060135,0.60638285,0.5190102,1.5061581,2.6351392,2.8324986,2.1864557,1.7386817,1.5918533,2.561004,3.5917802,3.8591392,3.4591978,2.888519,2.1737218,1.4614264,1.2579381,1.3886964,1.5942298,1.476937,1.645464,1.5083795,0.801904,1.0671757,0.5897231,0.3603762,0.7920858,0.9940367,2.0450022,1.4277697,0.5728084,0.8651499,1.1182054,2.2922096,5.1477833,4.424321,0.68749493,3.982167,5.0885987,5.580945,6.599745,5.7894807,2.9992638,5.9171944,4.2124023,5.199066,5.0608416,5.956693,3.7974863,2.6746194,2.6809523,2.3090012,2.1891656,3.6633472,4.028012,3.162917,3.8040144,3.2059915,4.878131,6.3557973,7.096372,9.663636,9.305704,0.74114525,1.9533007,2.2442381,4.7354536,4.949483,6.8542085,5.735215,6.5414352,7.9187174,2.395255,3.2745938,5.003572,3.5889528,3.519216,4.4630404,4.572213,4.3380737,3.791054,3.4077606,7.858943,11.073335,12.293926,12.802042,13.05957,12.64735,12.603118,13.389222,14.967459,16.078701,16.264101,15.891424,15.171305,14.653219,14.633002,14.81489,15.081596,15.074501,14.907802,14.762961,14.685956,14.624957,14.767752,14.503258,14.42671,14.862294,14.896632,14.745228,14.758713
122,9.051287,8.234935,7.6374974,7.4679213,8.45591,8.544303,8.474361,8.3471,8.416675,8.359007,8.313712,8.022183,7.98472,8.112059,7.9839544,7.413061,6.812575,6.2820787,6.3012085,6.372337,6.2891536,6.3703027,6.071073,5.809989,5.011515,3.8791156,4.222559,4.713668,4.58056,4.935868,5.3780212,4.9030175,4.116831,3.5629647,3.182383,3.8818996,3.8587556,2.4066248,1.5976341,2.2497065,3.7864017,4.879285,5.149285,4.632788,4.42346,4.6371474,4.627528,3.936224,3.1059165,3.0869684,5.375962,6.795901,6.338559,5.893277,5.393252,6.5406146,10.399817,10.89841,7.796355,7.6879444,7.1417904,5.8899236,5.035148,4.794233,5.018282,4.718644,4.7786837,4.380858,4.205208,4.061968,3.7984238,3.3651245,3.12593,2.898198,2.8385844,2.888935,3.1235354,3.258438,3.0934594,2.3930702,1.568413,0.7003094,0.56238407,1.7559394,2.8996289,3.082191,2.5614576,2.2046819,1.7402145,3.127052,3.965826,4.206786,3.9480913,3.1928895,2.2717896,1.4558704,0.9436983,1.2148441,1.5554645,1.7078109,1.58891,1.3738604,1.3474087,0.44860235,0.8627085,0.5528409,0.9511806,0.883041,2.0246308,2.2709281,0.19250531,0.79663223,0.37574658,2.1522412,4.780528,5.500323,1.2000186,2.4036748,5.504806,5.3637066,4.4281635,6.05445,5.0086837,7.483089,6.410074,6.074791,5.0373025,4.1904545,3.3854275,2.1569705,2.3594701,2.3688266,2.8417869,2.9165726,3.3711083,4.600482,3.6807942,4.295729,3.471142,3.6488938,6.3157268,6.657192,8.3060875,1.8460075,2.372622,3.7750716,4.844786,5.3713436,5.562847,7.314931,7.714084,7.8547688,3.3150375,2.2770143,2.5556276,3.9803908,3.9908183,4.3356304,3.8151357,3.1762316,4.7722564,4.0031905,5.9430103,8.999841,10.852008,11.442101,11.194468,10.302775,11.710869,13.574273,15.878137,16.493189,16.116955,15.4979725,14.93064,14.787311,14.902233,15.076705,15.152207,14.938953,14.771785,14.662864,14.652666,14.661294,14.75446,14.4311495,14.383803,14.806752,14.816935,14.6509905,14.60772
123,8.654457,7.967216,7.554085,7.4246616,8.311159,8.431974,8.4878435,8.532264,8.757426,8.723507,8.511057,8.103603,8.14069,8.427501,8.276832,7.567569,6.8348293,6.2841697,6.189338,6.306395,6.3111434,5.876253,5.047339,4.5154696,4.090288,4.1680236,4.100524,4.3820767,4.605484,4.8539133,4.515688,3.6072996,3.5284324,3.6715705,3.6237738,3.9024086,3.9219627,2.8929634,1.4247372,1.4465244,2.6421375,3.6051877,4.3888516,4.2739334,4.2821064,4.444317,4.005499,3.183099,2.3735046,2.622433,4.492948,6.6999364,6.1427956,5.45778,4.953579,7.023718,10.736787,10.8380165,7.5362854,6.918721,6.1866455,5.3273087,5.1465883,5.331085,4.7776546,4.877193,4.6584115,4.3099513,4.091382,3.9307718,3.7762527,3.5095105,3.0091493,2.596928,2.241458,2.5231888,3.0486405,3.193258,3.018317,2.524115,1.7978209,0.7198334,0.87899065,2.3730116,3.2057378,2.955458,2.8965883,2.9732828,2.0512338,3.618187,4.0814333,4.278225,4.1750693,3.5037947,2.388767,1.2052754,0.69793177,1.2188134,2.2390647,2.207257,1.6882739,1.1382171,1.0212888,1.0024419,1.3010567,0.74766093,0.52114606,0.702936,1.5817382,2.053707,0.16056265,0.6679291,1.3469887,2.3813293,4.100724,5.223768,3.26219,2.555809,4.192689,4.8448853,5.4038844,6.191836,6.916814,8.374966,6.7061753,6.135756,3.3569686,2.475802,3.3359118,2.692923,3.5234017,2.7888865,2.454202,3.6001074,2.5591803,3.2467635,5.6168604,4.1318707,5.5756016,3.962012,5.807589,4.715271,7.0648217,7.8676696,4.545089,3.9946563,3.8130717,6.4810576,5.6555953,7.741776,8.22233,6.354905,2.603676,1.4923803,2.2389426,3.7746875,4.234681,4.3145185,2.3429446,3.10012,4.195509,5.626989,9.357293,5.6412635,5.986439,9.408559,10.704365,10.637519,11.276883,15.037267,16.167719,16.116331,15.661771,15.22679,15.048168,15.198533,15.224055,15.114358,15.060789,14.86929,14.736158,14.699165,14.744084,14.718829,14.640955,14.307732,14.387715,14.795836,14.706013,14.470866,14.489172
124,8.633792,7.940427,7.478682,7.298286,8.151016,8.535715,8.840657,8.924408,9.005915,9.03514,8.776008,8.214354,8.181742,8.521249,8.509143,7.8908286,7.0815253,6.4697285,6.1076236,6.039943,5.9312034,5.394037,5.200849,4.714125,4.4894524,5.3430715,4.592867,4.1764727,4.0045238,4.022895,3.9924495,3.5573125,3.6600618,3.8865347,3.7631955,3.3339913,3.8803842,3.8264995,2.5690951,1.7061728,1.9042236,2.5131087,3.1650033,3.529556,4.112867,4.248853,3.487018,2.58694,1.9853978,1.9229167,3.6938095,6.098457,6.1360264,5.5461864,5.317673,7.5276165,10.857099,10.81472,7.37055,6.428356,5.5118318,5.161433,5.368033,5.6821237,5.3833222,4.8310933,4.7359138,4.5448003,4.076158,3.8768141,3.9802961,3.7300556,3.2439404,2.5715275,2.1744072,2.9371417,3.1225986,3.1278808,3.119537,2.6975038,1.9333045,0.58782524,1.3232177,2.7652407,3.1957498,3.3420568,3.8634853,1.9028932,3.6814764,4.4694905,4.445883,4.271442,4.1016035,3.680347,2.4011416,1.0125414,0.4488217,1.3433539,2.143099,2.756423,3.21782,2.0586367,1.3045522,1.9415609,2.0966852,0.9773894,2.548039,2.302206,2.0640051,2.3354323,1.1089201,1.7167706,2.0917516,3.0197763,3.636746,4.6026344,4.312716,3.264226,4.8702846,5.734482,7.227618,6.494807,8.509391,5.788131,4.58698,3.314882,2.6337876,3.9840431,3.980556,3.387614,2.9523454,3.3651054,2.8866565,2.911922,3.0607083,2.3638883,3.8877814,5.1033936,5.397548,5.532385,4.675406,3.441953,7.2904334,7.673514,4.8063893,4.79673,1.4406236,6.0267496,5.9572325,7.6534553,8.269517,4.039421,1.5154157,3.2920449,4.3570776,3.18541,3.6672869,4.297629,1.8478342,2.6741402,5.1289196,5.6883383,8.306697,5.749028,4.7313714,7.4403753,11.150099,9.830448,12.50869,15.025005,15.60397,15.536217,15.37371,15.290103,15.353865,15.408292,15.38074,15.130061,14.800735,14.727047,14.837488,14.891918,14.874659,14.686111,14.399651,14.154886,14.482793,14.890822,14.590703,14.225075,14.320613
125,8.735702,7.9319057,7.571074,7.4765,8.534045,8.988228,9.177694,9.068885,9.031664,9.415316,9.340598,8.693475,8.091896,8.153528,8.275976,8.200421,7.7435164,7.092212,6.37126,5.697633,5.481035,5.769408,6.2325,5.8387804,5.172741,5.6102347,4.989881,4.3622856,3.5541492,3.2174659,3.8676507,4.058888,3.8193684,3.7436197,3.5440555,2.9137278,3.7721126,4.27416,3.628665,2.7095554,1.78131,2.0505219,2.5290694,2.8252385,3.238302,3.6205807,3.448759,2.8483024,2.1628304,2.1043434,2.8735948,2.9611392,5.495028,5.982726,5.865557,7.5984597,10.831704,10.86693,7.0854774,6.378876,5.8044915,5.316232,5.5704775,6.099089,5.594389,5.1297665,4.5807567,4.743311,4.2337074,3.8069415,4.169547,4.0295916,3.693912,2.8671868,2.3267307,3.264307,3.1547325,3.0781252,3.01708,2.7177873,2.0312414,0.42568108,1.6510762,2.8421319,3.1438038,4.041151,2.8768775,1.97659,4.6742315,4.523308,4.6976323,4.2476697,3.9112518,3.479556,2.2468634,0.9166055,0.51185375,1.1473515,2.0676563,2.2524643,2.8534732,3.1559136,2.7585785,3.7519073,3.1719944,3.8597674,4.1060057,3.843508,3.4524379,3.0642862,1.9162148,2.559923,2.693887,2.7822876,3.695648,4.343249,4.933627,4.4561625,4.677367,6.7530746,7.2943397,6.550307,6.444787,2.9691756,3.4415545,3.1157792,2.8031225,2.3474894,3.0668194,3.3592,1.211828,2.461093,2.9445157,3.8201869,3.1455061,3.0323298,2.6628237,3.2361593,4.736916,6.304536,3.3730237,5.6634617,7.044653,5.5700374,4.230252,3.7812836,5.652314,4.0322433,5.7310634,6.8797975,8.75211,2.0661106,2.9002059,3.0586228,3.0159445,4.1368027,5.269529,3.6810503,2.3673978,2.6398888,4.828276,6.0473833,4.855122,4.4982038,4.9563885,5.7043295,10.006897,7.7049966,9.204218,13.231002,14.68718,15.11991,15.285547,15.45935,15.562807,15.503799,15.260865,14.976338,14.697588,14.694772,14.8444195,14.784209,14.611779,14.401511,14.222925,14.20688,14.725569,14.939963,14.388598,13.939979,14.068915
